date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2009-01-15,30,26,0.0,11.6,7,68,10:05 PM,09:41 AM,06:07 AM,06:08 PM,22,30,30,27,37,27,74,0.8,1012,30,10,67,27,Somalia
2009-01-16,30,25,0.0,11.6,7,60,10:50 PM,10:25 AM,06:08 AM,06:09 PM,21,30,30,27,42,33,71,0.1,1013,30,10,62,31,Somalia
2009-01-17,30,25,0.0,11.6,7,53,11:36 PM,11:09 AM,06:08 AM,06:09 PM,21,29,29,27,40,26,70,0.0,1013,30,10,62,29,Somalia
2009-01-18,30,25,0.0,11.6,7,46,No moonrise,11:53 AM,06:08 AM,06:09 PM,21,29,29,27,37,9,70,0.0,1012,30,10,67,27,Somalia
2009-01-19,30,25,0.0,11.6,7,38,12:22 AM,12:38 PM,06:09 AM,06:10 PM,21,29,29,27,34,6,71,0.0,1011,30,10,74,25,Somalia
2009-01-20,30,25,0.0,11.6,7,31,01:11 AM,01:26 PM,06:09 AM,06:10 PM,21,29,29,27,34,6,69,0.0,1010,30,10,77,24,Somalia
2009-01-21,31,25,0.0,11.6,7,24,02:00 AM,02:15 PM,06:09 AM,06:10 PM,21,30,30,28,38,5,69,0.0,1010,31,10,73,28,Somalia
2009-01-22,30,26,0.0,11.6,7,17,02:50 AM,03:06 PM,06:09 AM,06:11 PM,21,30,30,28,36,6,69,0.0,1011,30,10,74,26,Somalia
2009-01-23,31,25,0.0,11.6,7,9,03:41 AM,03:57 PM,06:10 AM,06:11 PM,21,30,30,27,35,6,70,0.0,1010,31,10,79,26,Somalia
2009-01-24,31,25,0.0,11.6,7,2,04:31 AM,04:46 PM,06:10 AM,06:11 PM,21,30,30,27,32,5,70,0.0,1010,31,10,83,24,Somalia
2009-01-25,31,26,0.0,11.6,7,0,05:20 AM,05:35 PM,06:10 AM,06:11 PM,21,30,30,28,31,14,70,0.0,1011,31,10,81,23,Somalia
2009-01-26,31,25,0.0,11.6,7,0,06:06 AM,06:22 PM,06:10 AM,06:12 PM,22,30,30,27,32,17,72,0.0,1012,31,10,81,24,Somalia
2009-01-27,31,25,0.0,11.6,7,5,06:50 AM,07:07 PM,06:10 AM,06:12 PM,21,30,30,27,33,14,69,0.0,1012,31,10,82,24,Somalia
2009-01-28,30,25,0.0,11.6,7,12,07:33 AM,07:50 PM,06:11 AM,06:12 PM,20,29,29,27,34,6,66,0.0,1012,30,10,80,25,Somalia
2009-01-29,31,24,0.0,11.6,7,20,08:14 AM,08:33 PM,06:11 AM,06:12 PM,20,29,29,27,34,2,67,0.0,1010,31,10,77,25,Somalia
2009-01-30,30,25,0.0,11.6,7,27,08:56 AM,09:17 PM,06:11 AM,06:13 PM,21,29,29,27,38,6,68,0.0,1010,30,10,78,28,Somalia
2009-01-31,31,25,0.0,11.6,7,31,09:39 AM,10:02 PM,06:11 AM,06:13 PM,21,30,30,27,36,9,69,0.0,1010,31,10,77,27,Somalia
2009-02-01,31,26,0.0,11.6,7,43,10:23 AM,10:51 PM,06:11 AM,06:13 PM,22,30,30,28,36,8,70,0.0,1010,31,10,78,26,Somalia
2009-02-02,31,26,0.0,11.6,7,50,11:12 AM,11:43 PM,06:11 AM,06:13 PM,22,30,30,28,36,12,73,0.0,1012,31,10,78,27,Somalia
2009-02-03,31,26,0.0,11.6,7,58,12:05 PM,No moonset,06:11 AM,06:13 PM,22,30,30,28,36,14,71,0.1,1012,31,10,79,27,Somalia
2009-02-04,31,26,0.0,11.6,7,66,01:03 PM,12:40 AM,06:11 AM,06:13 PM,21,30,30,28,39,8,69,0.0,1012,31,10,73,29,Somalia
2009-02-05,31,26,0.0,11.6,7,73,02:05 PM,01:41 AM,06:11 AM,06:14 PM,21,30,30,28,39,8,68,0.0,1012,31,10,73,29,Somalia
2009-02-06,31,25,0.0,11.6,7,81,03:10 PM,02:45 AM,06:11 AM,06:14 PM,20,29,29,28,40,4,62,0.0,1011,31,10,70,29,Somalia
2009-02-07,31,25,0.0,11.6,7,88,04:14 PM,03:49 AM,06:11 AM,06:14 PM,20,29,29,27,39,0,65,0.0,1010,31,10,71,29,Somalia
2009-02-08,31,25,0.0,11.6,7,96,05:15 PM,04:50 AM,06:11 AM,06:14 PM,22,31,31,28,41,5,69,0.0,1010,31,10,69,30,Somalia
2009-02-09,30,26,0.0,11.6,7,100,06:11 PM,05:47 AM,06:11 AM,06:14 PM,22,31,31,28,40,32,72,0.1,1013,30,10,73,29,Somalia
2009-02-10,31,26,0.0,11.6,7,89,07:03 PM,06:39 AM,06:11 AM,06:14 PM,22,31,31,28,40,12,71,0.0,1013,31,10,77,29,Somalia
2009-02-11,30,26,0.0,11.6,7,82,07:53 PM,07:29 AM,06:11 AM,06:14 PM,22,30,30,27,32,9,72,0.0,1012,30,10,90,23,Somalia
2009-02-12,30,25,0.0,11.6,7,74,08:40 PM,08:15 AM,06:11 AM,06:14 PM,22,30,30,27,30,2,74,0.0,1012,30,10,106,22,Somalia
2009-02-13,31,25,0.0,11.6,7,67,09:28 PM,09:00 AM,06:11 AM,06:14 PM,22,30,30,27,29,5,73,0.0,1011,31,10,100,21,Somalia
2009-02-14,31,25,0.0,11.6,7,59,10:15 PM,09:46 AM,06:11 AM,06:14 PM,21,29,29,27,32,6,69,0.0,1011,31,10,90,23,Somalia
2009-02-15,30,25,0.0,11.6,7,51,11:03 PM,10:32 AM,06:11 AM,06:14 PM,20,29,29,27,32,6,67,0.0,1010,30,10,85,23,Somalia
2009-02-16,31,25,0.0,11.6,7,44,11:53 PM,11:20 AM,06:11 AM,06:14 PM,21,30,30,27,33,9,68,0.0,1009,31,10,79,24,Somalia
2009-02-17,30,26,0.0,11.6,7,36,No moonrise,12:09 PM,06:11 AM,06:14 PM,21,30,30,28,38,7,68,0.0,1010,30,10,79,28,Somalia
2009-02-18,30,26,0.0,11.6,7,29,12:43 AM,12:59 PM,06:11 AM,06:14 PM,21,30,30,28,37,4,69,0.0,1010,30,10,83,27,Somalia
2009-02-19,31,25,0.0,11.6,7,21,01:35 AM,01:50 PM,06:10 AM,06:14 PM,21,30,30,28,36,7,67,0.0,1009,31,10,78,26,Somalia
2009-02-20,31,26,0.0,11.6,7,14,02:25 AM,02:40 PM,06:10 AM,06:14 PM,21,30,30,28,36,7,67,0.0,1010,31,10,77,27,Somalia
2009-02-21,31,26,0.0,11.6,7,6,03:14 AM,03:30 PM,06:10 AM,06:14 PM,21,30,30,28,37,9,68,0.0,1010,31,10,75,27,Somalia
2009-02-22,31,26,0.0,11.6,7,0,04:01 AM,04:17 PM,06:10 AM,06:14 PM,21,30,30,28,34,6,69,0.0,1008,31,10,79,25,Somalia
2009-02-23,31,26,0.0,11.6,7,0,04:46 AM,05:03 PM,06:10 AM,06:14 PM,22,31,31,28,34,9,70,0.0,1008,31,10,87,25,Somalia
2009-02-24,31,26,0.0,11.6,7,0,05:30 AM,05:47 PM,06:10 AM,06:14 PM,22,31,31,28,35,7,71,0.0,1009,31,10,82,25,Somalia
2009-02-25,31,26,0.0,11.6,7,1,06:12 AM,06:31 PM,06:09 AM,06:13 PM,22,31,31,28,32,5,71,0.0,1010,31,10,81,23,Somalia
2009-02-26,31,26,0.0,11.6,7,9,06:54 AM,07:15 PM,06:09 AM,06:13 PM,23,31,31,28,28,20,74,0.0,1010,31,10,87,21,Somalia
2009-02-27,31,26,0.0,11.6,7,16,07:38 AM,08:01 PM,06:09 AM,06:13 PM,23,31,31,28,28,9,73,0.0,1010,31,10,88,20,Somalia
2009-02-28,30,26,0.0,11.6,7,24,08:22 AM,08:48 PM,06:09 AM,06:13 PM,23,31,31,28,31,19,75,0.5,1011,30,10,85,23,Somalia
2009-03-01,31,26,0.0,11.6,7,30,09:10 AM,09:40 PM,06:09 AM,06:13 PM,23,31,31,28,31,13,74,0.0,1011,31,10,85,23,Somalia
2009-03-02,31,26,0.0,11.6,7,37,10:01 AM,10:34 PM,06:08 AM,06:13 PM,22,31,31,28,31,19,71,0.1,1011,31,10,92,22,Somalia
2009-03-03,32,26,0.0,11.6,7,45,10:57 AM,11:34 PM,06:08 AM,06:13 PM,21,31,31,28,30,5,67,0.0,1011,32,10,88,22,Somalia
2009-03-04,32,26,0.0,11.6,7,52,11:57 AM,No moonset,06:08 AM,06:12 PM,21,31,31,28,37,7,67,0.0,1011,32,10,79,27,Somalia
2009-03-05,31,26,0.0,11.6,7,59,12:59 PM,12:35 AM,06:07 AM,06:12 PM,21,31,31,28,37,6,67,0.0,1011,31,10,82,27,Somalia
2009-03-06,31,26,0.0,11.6,7,67,02:01 PM,01:37 AM,06:07 AM,06:12 PM,22,31,31,28,37,3,68,0.0,1011,31,10,83,28,Somalia
2009-03-07,31,26,0.0,11.6,7,74,03:00 PM,02:37 AM,06:07 AM,06:12 PM,22,31,31,28,34,8,70,0.0,1012,31,10,83,25,Somalia
2009-03-08,31,26,0.0,11.6,7,81,03:57 PM,03:34 AM,06:07 AM,06:12 PM,21,31,31,28,31,3,68,0.0,1011,31,10,89,23,Somalia
2009-03-09,32,26,0.0,11.6,7,88,04:50 PM,04:26 AM,06:06 AM,06:12 PM,22,31,31,28,28,4,70,0.0,1011,32,10,96,21,Somalia
2009-03-10,32,26,0.0,11.6,7,96,05:40 PM,05:17 AM,06:06 AM,06:11 PM,22,31,31,28,29,7,70,0.0,1009,32,10,93,22,Somalia
2009-03-11,32,26,0.0,11.6,7,100,06:28 PM,06:04 AM,06:06 AM,06:11 PM,22,31,31,28,32,10,70,0.0,1009,32,10,94,24,Somalia
2009-03-12,31,27,0.0,11.6,7,90,07:17 PM,06:50 AM,06:05 AM,06:11 PM,22,31,31,28,35,18,68,0.0,1009,31,10,80,26,Somalia
2009-03-13,32,27,0.0,11.6,7,83,08:04 PM,07:36 AM,06:05 AM,06:11 PM,22,32,32,29,41,5,67,0.0,1010,32,10,81,30,Somalia
2009-03-14,32,27,0.0,11.6,7,75,08:53 PM,08:22 AM,06:05 AM,06:11 PM,22,32,32,29,40,6,68,0.0,1010,32,10,80,29,Somalia
2009-03-15,32,27,0.0,11.6,7,68,09:44 PM,09:10 AM,06:04 AM,06:10 PM,23,32,32,29,31,7,71,0.0,1011,32,10,94,23,Somalia
2009-03-16,32,27,0.0,11.6,7,61,10:34 PM,10:00 AM,06:04 AM,06:10 PM,23,32,32,29,31,3,73,0.0,1009,32,10,105,23,Somalia
2009-03-17,31,27,0.0,11.6,7,53,11:26 PM,10:50 AM,06:04 AM,06:10 PM,23,32,32,29,31,6,71,0.0,1008,31,10,100,23,Somalia
2009-03-18,31,26,0.0,11.6,7,46,No moonrise,11:42 AM,06:03 AM,06:10 PM,22,31,31,28,29,7,69,0.0,1009,31,10,101,22,Somalia
2009-03-19,32,26,0.0,11.6,7,39,12:17 AM,12:32 PM,06:03 AM,06:09 PM,22,32,32,29,33,9,70,0.0,1010,32,10,94,24,Somalia
2009-03-20,31,27,0.0,11.6,7,32,01:07 AM,01:22 PM,06:03 AM,06:09 PM,23,32,32,28,32,4,72,0.0,1010,31,10,102,23,Somalia
2009-03-21,32,26,0.0,11.6,7,24,01:55 AM,02:10 PM,06:02 AM,06:09 PM,23,32,32,29,29,4,72,0.0,1010,32,10,106,22,Somalia
2009-03-22,32,26,0.0,11.6,7,17,02:40 AM,02:56 PM,06:02 AM,06:09 PM,23,32,32,29,28,3,72,0.0,1009,32,10,112,21,Somalia
2009-03-23,32,26,0.0,11.6,7,10,03:24 AM,03:41 PM,06:02 AM,06:08 PM,23,32,32,29,26,3,71,0.0,1008,32,10,117,20,Somalia
2009-03-24,32,26,0.0,11.6,7,3,04:07 AM,04:25 PM,06:01 AM,06:08 PM,23,32,32,29,27,6,71,0.0,1009,32,10,108,20,Somalia
2009-03-25,32,27,0.0,11.6,7,0,04:49 AM,05:10 PM,06:01 AM,06:08 PM,23,32,32,29,28,14,71,0.0,1010,32,10,108,21,Somalia
2009-03-26,32,27,0.0,11.6,7,0,05:33 AM,05:55 PM,06:01 AM,06:08 PM,23,32,32,29,27,14,70,0.1,1010,32,10,103,20,Somalia
2009-03-27,32,27,0.0,12.1,7,5,06:17 AM,06:43 PM,06:00 AM,06:07 PM,23,33,33,29,28,14,71,0.0,1009,32,10,104,21,Somalia
2009-03-28,32,27,0.0,12.1,7,12,07:05 AM,07:35 PM,06:00 AM,06:07 PM,23,33,33,29,26,23,72,0.1,1009,32,10,104,19,Somalia
2009-03-29,32,27,0.0,12.1,7,19,07:56 AM,08:29 PM,06:00 AM,06:07 PM,23,33,33,29,29,25,72,0.1,1008,32,10,106,22,Somalia
2009-03-30,32,27,0.0,12.5,7,26,08:52 AM,09:28 PM,05:59 AM,06:07 PM,23,33,33,29,31,13,71,0.0,1008,32,10,106,23,Somalia
2009-03-31,32,27,0.0,12.5,7,30,09:51 AM,10:29 PM,05:59 AM,06:07 PM,23,32,32,29,31,6,69,0.0,1007,32,10,100,23,Somalia
2009-04-01,31,27,0.0,12.5,7,42,10:53 AM,11:31 PM,05:59 AM,06:06 PM,22,32,32,29,29,4,69,0.0,1008,31,10,103,22,Somalia
2009-04-02,32,26,0.0,12.5,7,50,11:55 AM,No moonset,05:58 AM,06:06 PM,23,32,32,28,24,8,71,0.0,1010,32,10,116,18,Somalia
2009-04-03,32,26,0.0,12.5,7,58,12:54 PM,12:31 AM,05:58 AM,06:06 PM,23,32,32,28,23,10,72,0.0,1010,32,10,125,17,Somalia
2009-04-04,32,26,0.0,12.5,7,65,01:50 PM,01:28 AM,05:57 AM,06:06 PM,22,32,32,29,21,6,71,0.0,1010,32,10,130,16,Somalia
2009-04-05,32,26,0.0,12.5,7,73,02:42 PM,02:20 AM,05:57 AM,06:05 PM,23,32,32,29,20,16,71,0.0,1011,32,10,114,15,Somalia
2009-04-06,31,26,0.0,12.5,6,80,03:33 PM,03:10 AM,05:57 AM,06:05 PM,24,32,32,28,23,29,76,3.2,1011,31,10,94,17,Somalia
2009-04-07,32,27,0.0,12.5,7,88,04:20 PM,03:56 AM,05:56 AM,06:05 PM,23,32,32,29,28,19,72,0.3,1010,32,10,98,21,Somalia
2009-04-08,32,27,0.0,12.5,7,95,05:08 PM,04:42 AM,05:56 AM,06:05 PM,23,32,32,28,26,31,73,0.5,1009,32,10,100,19,Somalia
2009-04-09,31,27,0.0,12.5,6,100,05:55 PM,05:27 AM,05:56 AM,06:04 PM,24,32,32,28,22,23,76,2.5,1009,31,10,127,16,Somalia
2009-04-10,31,27,0.0,12.5,7,90,06:43 PM,06:13 AM,05:56 AM,06:04 PM,23,33,33,29,21,11,74,0.1,1009,31,10,137,15,Somalia
2009-04-11,32,27,0.0,12.5,7,82,07:33 PM,07:01 AM,05:55 AM,06:04 PM,23,33,33,29,21,15,73,0.0,1009,32,10,135,15,Somalia
2009-04-12,32,27,0.0,12.5,7,75,08:24 PM,07:50 AM,05:55 AM,06:04 PM,23,33,33,29,20,18,72,0.0,1010,32,10,152,15,Somalia
2009-04-13,31,27,0.0,12.5,7,67,09:16 PM,08:41 AM,05:55 AM,06:04 PM,24,33,33,29,19,19,75,1.0,1010,31,10,170,14,Somalia
2009-04-14,32,27,0.0,12.5,7,59,10:08 PM,09:33 AM,05:54 AM,06:03 PM,24,34,34,29,26,21,76,1.1,1010,32,10,191,19,Somalia
2009-04-15,32,27,0.0,12.5,7,52,10:59 PM,10:24 AM,05:54 AM,06:03 PM,24,34,34,29,27,17,75,0.4,1011,32,10,196,20,Somalia
2009-04-16,32,27,0.0,12.5,7,44,11:47 PM,11:14 AM,05:54 AM,06:03 PM,24,34,34,29,29,17,74,0.1,1010,32,10,201,21,Somalia
2009-04-17,31,28,0.0,12.5,7,37,No moonrise,12:02 PM,05:53 AM,06:03 PM,24,34,34,29,29,34,76,0.1,1009,31,10,212,21,Somalia
2009-04-18,30,28,0.0,12.5,7,29,12:33 AM,12:49 PM,05:53 AM,06:03 PM,25,34,34,29,31,34,79,4.1,1009,30,9,211,21,Somalia
2009-04-19,30,28,0.0,12.5,6,22,01:18 AM,01:34 PM,05:53 AM,06:03 PM,25,34,34,29,27,32,83,6.0,1011,30,9,208,18,Somalia
2009-04-20,30,27,0.0,12.5,7,14,02:00 AM,02:17 PM,05:53 AM,06:02 PM,25,33,33,28,23,38,83,3.7,1012,30,10,207,16,Somalia
2009-04-21,30,27,0.0,12.5,7,7,02:42 AM,03:01 PM,05:52 AM,06:02 PM,25,33,33,28,26,28,82,2.9,1011,30,10,210,18,Somalia
2009-04-22,30,27,0.0,12.5,7,0,03:25 AM,03:46 PM,05:52 AM,06:02 PM,25,33,33,28,27,21,81,1.9,1010,30,10,199,18,Somalia
2009-04-23,29,27,0.0,12.5,6,0,04:08 AM,04:33 PM,05:52 AM,06:02 PM,24,32,32,28,24,38,82,5.2,1011,29,9,200,16,Somalia
2009-04-24,29,26,0.0,11.8,6,0,04:55 AM,05:24 PM,05:52 AM,06:02 PM,24,32,32,28,19,61,83,4.0,1011,29,10,184,12,Somalia
2009-04-25,29,26,0.0,12.5,7,1,05:46 AM,06:18 PM,05:51 AM,06:02 PM,25,32,32,28,16,40,83,2.5,1011,29,10,143,11,Somalia
2009-04-26,31,26,0.0,12.5,7,8,06:41 AM,07:17 PM,05:51 AM,06:02 PM,24,32,32,28,18,11,78,0.1,1010,31,10,113,13,Somalia
2009-04-27,31,27,0.0,12.5,7,16,07:41 AM,08:19 PM,05:51 AM,06:02 PM,24,32,32,28,21,11,75,0.1,1011,31,10,110,15,Somalia
2009-04-28,31,27,0.0,12.5,7,23,08:44 AM,09:23 PM,05:51 AM,06:02 PM,24,32,32,28,21,14,76,0.4,1011,31,10,133,15,Somalia
2009-04-29,31,27,0.0,12.5,7,31,09:48 AM,10:25 PM,05:51 AM,06:01 PM,24,33,33,29,18,17,75,0.0,1012,31,10,163,14,Somalia
2009-04-30,30,26,0.0,12.5,7,38,10:49 AM,11:24 PM,05:50 AM,06:01 PM,24,32,32,28,20,25,79,3.0,1011,30,10,187,14,Somalia
2009-05-01,30,26,0.0,12.5,7,44,11:46 AM,No moonset,05:50 AM,06:01 PM,24,32,32,28,15,25,79,1.4,1011,30,10,170,11,Somalia
2009-05-02,31,26,0.0,12.5,7,52,12:39 PM,12:17 AM,05:50 AM,06:01 PM,24,32,32,28,19,11,76,0.2,1012,31,10,116,14,Somalia
2009-05-03,31,27,0.0,12.5,7,59,01:30 PM,01:07 AM,05:50 AM,06:01 PM,24,33,33,29,22,9,76,0.8,1013,31,10,124,16,Somalia
2009-05-04,31,27,0.0,12.5,7,66,02:17 PM,01:54 AM,05:50 AM,06:01 PM,24,33,33,29,17,11,76,0.1,1012,31,10,141,13,Somalia
2009-05-05,31,27,0.0,12.5,7,73,03:03 PM,02:39 AM,05:50 AM,06:01 PM,24,33,33,29,16,22,74,1.3,1011,31,10,150,12,Somalia
2009-05-06,31,27,0.0,12.5,7,81,03:50 PM,03:23 AM,05:49 AM,06:01 PM,24,32,32,28,20,13,75,0.0,1011,31,10,150,15,Somalia
2009-05-07,31,27,0.0,12.5,7,88,04:37 PM,04:08 AM,05:49 AM,06:01 PM,23,32,32,28,21,10,75,1.0,1010,31,10,158,15,Somalia
2009-05-08,31,27,0.0,12.5,7,95,05:26 PM,04:54 AM,05:49 AM,06:01 PM,23,33,33,29,24,15,73,0.0,1010,31,10,164,17,Somalia
2009-05-09,30,28,0.0,12.5,7,100,06:16 PM,05:43 AM,05:49 AM,06:01 PM,24,33,33,29,25,20,76,1.8,1010,30,10,184,18,Somalia
2009-05-10,30,28,0.0,12.5,7,100,07:08 PM,06:33 AM,05:49 AM,06:01 PM,24,33,33,28,25,37,79,0.5,1010,30,10,191,17,Somalia
2009-05-11,30,27,0.0,12.5,6,83,08:00 PM,07:24 AM,05:49 AM,06:01 PM,24,33,33,28,24,30,78,3.5,1010,30,10,191,16,Somalia
2009-05-12,29,27,0.0,12.5,7,76,08:51 PM,08:16 AM,05:49 AM,06:01 PM,24,32,32,28,26,41,83,6.3,1011,29,9,207,17,Somalia
2009-05-13,29,26,0.0,12.5,7,68,09:41 PM,09:07 AM,05:49 AM,06:01 PM,24,31,31,27,31,45,81,3.2,1011,29,10,220,21,Somalia
2009-05-14,29,26,0.0,12.5,7,61,10:27 PM,09:56 AM,05:49 AM,06:01 PM,24,31,31,27,31,42,83,4.9,1010,29,10,224,20,Somalia
2009-05-15,28,26,0.0,11.8,6,54,11:12 PM,10:43 AM,05:49 AM,06:01 PM,24,31,31,27,31,53,85,5.6,1010,28,10,220,21,Somalia
2009-05-16,29,26,0.0,12.5,6,47,11:55 PM,11:28 AM,05:49 AM,06:01 PM,24,31,31,27,28,49,86,8.5,1010,29,10,214,18,Somalia
2009-05-17,28,26,0.0,12.5,6,39,No moonrise,12:11 PM,05:49 AM,06:01 PM,24,31,31,27,27,40,86,8.5,1011,28,10,211,17,Somalia
2009-05-18,29,26,0.0,12.5,7,32,12:36 AM,12:54 PM,05:49 AM,06:01 PM,24,31,31,27,26,32,84,1.4,1011,29,10,221,17,Somalia
2009-05-19,29,26,0.0,12.5,7,25,01:17 AM,01:38 PM,05:49 AM,06:02 PM,25,32,32,27,24,24,84,2.9,1011,29,10,206,15,Somalia
2009-05-20,29,26,0.0,12.5,7,17,02:00 AM,02:22 PM,05:49 AM,06:02 PM,24,31,31,27,27,34,84,4.6,1012,29,9,210,18,Somalia
2009-05-21,27,25,0.0,7.8,6,10,02:44 AM,03:11 PM,05:49 AM,06:02 PM,23,29,29,26,33,73,88,17.0,1013,27,9,221,21,Somalia
2009-05-22,29,26,0.0,12.5,7,3,03:33 AM,04:03 PM,05:49 AM,06:02 PM,23,30,30,27,34,28,79,0.8,1013,29,10,220,23,Somalia
2009-05-23,29,26,0.0,12.5,7,0,04:25 AM,05:00 PM,05:49 AM,06:02 PM,23,30,30,27,36,48,79,1.5,1013,29,10,217,25,Somalia
2009-05-24,30,26,0.0,12.5,7,0,05:24 AM,06:02 PM,05:49 AM,06:02 PM,23,31,31,27,37,31,76,0.3,1012,30,10,210,26,Somalia
2009-05-25,30,26,0.0,12.5,7,4,06:27 AM,07:07 PM,05:49 AM,06:02 PM,22,30,30,28,34,9,72,0.0,1011,30,10,211,24,Somalia
2009-05-26,30,26,0.0,12.5,7,11,07:33 AM,08:12 PM,05:49 AM,06:02 PM,22,30,30,28,33,6,71,0.0,1010,30,10,213,24,Somalia
2009-05-27,30,26,0.0,12.5,7,19,08:37 AM,09:14 PM,05:49 AM,06:03 PM,22,31,31,28,33,9,74,0.0,1010,30,10,206,24,Somalia
2009-05-28,29,26,0.0,12.5,7,26,09:38 AM,10:11 PM,05:49 AM,06:03 PM,23,30,30,27,32,18,76,0.6,1011,29,10,207,23,Somalia
2009-05-29,30,26,0.0,12.5,7,33,10:34 AM,11:04 PM,05:49 AM,06:03 PM,22,30,30,27,29,12,75,0.0,1011,30,10,198,21,Somalia
2009-05-30,30,25,0.0,12.5,7,40,11:27 AM,11:52 PM,05:49 AM,06:03 PM,22,30,30,27,29,7,75,0.0,1011,30,10,201,21,Somalia
2009-05-31,30,25,0.0,12.5,7,44,12:15 PM,No moonset,05:49 AM,06:03 PM,23,30,30,27,28,4,76,0.0,1011,30,10,196,21,Somalia
2009-06-01,30,26,0.0,12.5,7,57,01:02 PM,12:38 AM,05:50 AM,06:03 PM,22,30,30,27,28,4,75,0.0,1011,30,10,199,20,Somalia
2009-06-02,30,25,0.0,12.5,7,65,01:48 PM,01:22 AM,05:50 AM,06:04 PM,22,30,30,27,28,5,73,0.0,1012,30,10,201,20,Somalia
2009-06-03,31,25,0.0,12.5,7,72,02:34 PM,02:06 AM,05:50 AM,06:04 PM,22,30,30,27,29,2,72,0.0,1013,31,10,210,20,Somalia
2009-06-04,30,25,0.0,11.8,6,80,03:22 PM,02:52 AM,05:50 AM,06:04 PM,23,30,30,27,25,43,81,1.6,1014,30,10,210,18,Somalia
2009-06-05,30,26,0.0,12.5,7,87,04:11 PM,03:39 AM,05:50 AM,06:04 PM,23,31,31,27,28,14,79,0.4,1014,30,10,206,20,Somalia
2009-06-06,30,26,0.0,12.5,7,95,05:02 PM,04:28 AM,05:50 AM,06:04 PM,22,30,30,27,34,8,75,0.0,1013,30,10,209,24,Somalia
2009-06-07,30,26,0.0,12.5,7,100,05:54 PM,05:19 AM,05:50 AM,06:04 PM,23,31,31,27,31,24,76,0.3,1012,30,10,200,22,Somalia
2009-06-08,30,26,0.0,12.5,7,100,06:45 PM,06:10 AM,05:51 AM,06:05 PM,23,31,31,27,26,30,77,0.1,1012,30,10,196,19,Somalia
2009-06-09,29,25,0.0,9.2,6,83,07:35 PM,07:01 AM,05:51 AM,06:05 PM,23,29,29,26,27,61,83,5.5,1014,29,10,214,19,Somalia
2009-06-10,27,25,0.0,9.2,6,75,08:23 PM,07:51 AM,05:51 AM,06:05 PM,23,28,28,26,32,56,85,4.6,1013,27,10,233,21,Somalia
